8 93.96168 1239134
8 44.94788 114842.1
8 45.15484 133145.5
8 23.27764 11763.85
8 39.16034 71341.39
8 66.60328 405228.3
8 23.1111 8828.657
8 69.21721 398737.6
9 22.09078 2733.312
9 11.72733 547.8102
9 40.61414 20586.5
9 13.33824 753.6514
9 81.12224 83231.42
9 27.19602 4824.533
9 5.084081 71.82371
9 6.463212 125.9728
9 73.99464 71357.38
9 1.733452 4.754182
9 89.05965 137366.9
9 11.24436 369.6813
9 55.49331 28827.95
9 33.67393 7336.706
9 7.243169 214.1318
10 8.589741 433.2921
10 66.19521 139164.4
10 56.69719 86944.42
10 45.18184 64524.77
10 85.04276 367210.6
10 16.10263 2458.966
10 93.28277 390936.3
10 48.70552 72343.04
10 97.61774 356637.8
10 39.62046 33952.71
10 1.277622 1.988959
10 88.10342 427648.8
10 87.54625 269681.2
10 25.7566 8958.839
10 11.95921 1222.879
11 0.009966269 3.525386e-07
11 73.30786 883763.3
11 89.8676 1358164
11 70.71223 833684.8
11 97.95101 2011824
11 17.81886 16633.88
11 69.54133 712771.7
11 11.16208 2951.378
11 97.95718 2446126
11 18.30805 14300.97
11 66.53475 1105560
11 34.19465 147235.5
11 31.7471 60149.57
11 51.73329 301537.2
11 98.8622 2301583
12 11.33472 1943.145
12 58.50401 657636.7
12 40.56577 192640.3
12 28.07701 73265.69
12 66.72946 1321165
12 26.01743 43028.13
12 44.95135 308249.2
12 12.1604 2769.414
12 16.70248 12928.62
12 26.61761 37154.63
12 6.18576 301.9372
12 21.23799 29856.37
12 49.98453 392227.7
12 25.48873 46049.43
12 52.86759 498500.2
13 10.60171 3016.327
13 1.220964 1.905629
13 86.58734 3718818
13 52.50056 644575.5
13 35.53573 144499.9
13 73.28749 1464048
13 90.48143 4355747
13 63.74148 1245272
13 48.86099 360019.2
13 24.71239 52734.17
13 21.30848 29714.26
13 83.15826 4022830
13 64.94018 1127417
13 3.893143 81.33101
13 20.09805 22006.76
14 39.47345 13739.67
14 48.77115 27703.52
14 60.50262 92989.12
14 44.26336 25424.79
14 83.73226 133773.6
14 60.17059 64452.14
14 42.94588 24795.5
14 86.98761 128578.9
14 29.845 10964.11
14 15.09729 967.9784
14 9.600286 476.3973
14 23.34152 3897.775
14 41.72878 17368.89
14 4.009043 41.26062
14 54.20628 36832.17
15 22.15544 84731.24
15 22.21144 54847.42
15 16.9293 31704.52
15 76.05662 4345424
15 91.88317 11199792
15 7.578259 1269.877
15 19.01351 51501.79
15 75.22485 3943676
15 90.96215 7868478
15 45.73412 766865.5
15 9.52821 1928.717
15 97.70048 12433239
15 42.39123 485827.6
15 69.38328 3498101
15 4.905672 232.2345
16 16.7301 2045.336
16 52.42453 30666.9
16 3.914934 45.93181
16 52.11718 30968.66
16 28.73324 6318.022
16 29.23068 8692.774
16 23.0121 4541.398
16 4.990378 92.92528
16 64.30593 68778.01
16 49.2054 38475.31
16 17.3418 2552.97
16 69.53309 90851.64
16 78.19345 125718.8
16 93.57026 218381.5
16 45.97459 28137.2
17 72.37957 3609986
17 57.00804 1693446
17 9.040381 2604.031
17 15.97817 24698.46
17 86.82668 8077718
17 79.38206 5290922
17 71.91882 4329775
17 23.70763 67247.7
17 59.72796 1898441
17 78.10457 5803854
17 86.49159 5574359
17 97.24334 9854825
17 25.6107 107044.1
17 50.16497 956049.5
17 56.02797 1953752
18 52.15356 94397.35
18 73.01927 132723.1
18 82.16233 267525
18 14.31468 1747.5
18 29.06618 17271.54
18 68.29464 209484
18 69.6209 193073.2
18 41.30428 47125.17
18 27.83682 11415.68
18 73.14469 222522
18 37.8056 35514.21
18 43.00043 32002.5
18 38.68383 25923.24
18 39.29882 34091.28
18 17.091 2772.887
19 7.438654 411.3977
19 87.47094 312257.7
19 20.44528 5221.405
19 49.11776 53659.9
19 86.19662 228147.6
19 6.314315 184.0219
19 35.94921 25070.17
19 28.9994 10247.86
19 40.04694 35300.9
19 53.41067 83694.04
19 10.44855 756.1276
19 93.11976 429865.7
19 82.69035 249184.9
19 11.86634 1161.214
19 30.92871 10388.15
20 93.85222 873881
20 52.38294 209820.7
20 42.53393 97985.94
20 79.49438 633372.3
20 79.50339 804875.8
20 44.10755 105995.9
20 47.21078 275816.1
20 12.80798 2565.098
20 37.95841 56292.4
20 10.05866 1322.965
20 21.70674 11865.2
20 68.31679 693517
20 52.64571 213745.4
20 29.53908 41288.87
20 32.98661 40174.57
