sciname,eez_iso3c,ssp126,ssp585
lepidorhombus boscii,RUS,14.448232580805007,15.912025337203106
lepidorhombus boscii,SYR,2.242116830265001,0.9564537268913901
lepidorhombus boscii,TWN,-9.119808992771855,-7.927337456731695
lepidorhombus boscii,TUN,-8.012979058686929,-7.239132089325443
lepidorhombus boscii,TUR,-7.547976831960596,-9.708405220324472
lepidorhombus boscii,UKR,2.719621721506358,3.798772128635566
lepidorhombus whiffiagonis,ALB,1.8060270644441596,-2.534373580514244
lepidorhombus whiffiagonis,FRA,-2.593510114843274,-1.2475574302347965
lepidorhombus whiffiagonis,GRC,-0.8110652426557914,-7.76168209070476
lepidorhombus whiffiagonis,HRV,-5.940946149685775,-5.517368789939265
lepidorhombus whiffiagonis,EGY,1.7272883538762052,1.0017324984360017
lepidorhombus whiffiagonis,FRA,3.526793000857741,2.476435316784856
lepidorhombus whiffiagonis,FRA,-7.930927070094522,-9.09318567569052
lepidorhombus whiffiagonis,GRC,1.5002709613709708,1.012277496394751
lepidorhombus whiffiagonis,MNE,-0.7500400225469482,-4.908853167212784
lepidorhombus whiffiagonis,SYR,-17.418781727428104,-15.287349057860714
lepidorhombus whiffiagonis,TUN,-0.48854360727163415,1.328186228703947
lepidorhombus whiffiagonis,TUR,3.7923586255799524,-3.2609350498059095
merlangius merlangus,ALB,-5.5073174777492255,-8.31417867106778
merlangius merlangus,FRA,-10.86280354825095,-6.545921903063621
merlangius merlangus,GRC,287.418788371571,130.3695831301263
merlangius merlangus,HRV,-18.6100844987296,-8.05180556988396
merlangius merlangus,FRA,-10.080379039536563,-8.919968898413094
merlangius merlangus,FRA,-15.341863149727802,-12.785985426333186
merlangius merlangus,GRC,-7.125123710175648,-3.7372136888092475
merlangius merlangus,MNE,-7.719663342162146,-9.124248969873094
merlangius merlangus,POL,5.856548878702951,9.830483129377772
merlangius merlangus,TUN,167.99476183338848,123.07816214393372
merlangius merlangus,TUR,-10.23629322473906,-6.6919741202484255
merlangius merlangus,UKR,6.225843458395277,-1.6203522712442
merluccius merluccius,ALB,-0.7359057693143126,-5.258553074595215
merluccius merluccius,FRA,-3.8952381970341587,-1.2933856714166558
merluccius merluccius,GRC,-5.796526404014017,-7.207827104234734
merluccius merluccius,HRV,2.988437259475342,2.739779034113916
merluccius merluccius,EGY,-1.3946750459357475,-2.7458843721387596
merluccius merluccius,FRA,18.178057126119775,11.879773513788502
merluccius merluccius,FRA,0.89295589100274,6.755495024899892
merluccius merluccius,GRC,-7.217687417953156,-6.751350350158217
merluccius merluccius,MNE,2.137451802847634,-1.7862801485946107
merluccius merluccius,MAR,0.6698561982565769,-1.1084188461668765
merluccius merluccius,SEN,3.270778894856878,110.64249710876626
merluccius merluccius,SYR,-6.9404078510107725,-5.0905337554011085
merluccius merluccius,TUN,-1.3488707982185555,-2.0605725371734187
merluccius merluccius,TUR,-7.349678999406069,-7.490294273544307
merluccius merluccius,UKR,-4.977918250646493,2.438774040448731
micromesistius poutassou,ALB,-14.240441932417259,-10.99235691947309
micromesistius poutassou,FRA,-11.253571574589225,-8.090018997832285
micromesistius poutassou,GRC,-12.090131913416093,-11.035447338628899
micromesistius poutassou,HRV,-6.576316935802096,-1.9468041670864782
micromesistius poutassou,EGY,-53.48122244748256,-35.09464815426836
micromesistius poutassou,FRA,2.1986342147665936,5.891533175218849
micromesistius poutassou,FRA,-9.045634236090113,-7.464795021985965
micromesistius poutassou,GRC,-15.242379292027605,-10.067716232403322
micromesistius poutassou,MNE,-17.96108283069944,-15.332087779116902
micromesistius poutassou,MAR,2.147976463103097,1.1751525837247538
micromesistius poutassou,NA,70.48896211178702,27.730604821242405
micromesistius poutassou,SYR,-54.73937636855615,-23.318580548128878
micromesistius poutassou,TUN,-12.125900517989493,-9.787012411729775
micromesistius poutassou,TUR,-16.72221789818147,-8.358606777946557
microchirus variegatus,ALB,16.32984097980905,9.458482173683953
microchirus variegatus,CAN,26.225302320277816,32.0162618228384
microchirus variegatus,CHN,-3.9350399693113776,-5.019542441439659
microchirus variegatus,FRA,1.904802528171892,8.54848608191027
microchirus variegatus,GRC,5.857411627940904,2.6236524522044333
microchirus variegatus,HRV,5.331231001639412,12.173988501817364
microchirus variegatus,EGY,6.980051060713427,2.0445243354508036
microchirus variegatus,FRA,3.754627243819144,-0.49473917782494586
microchirus variegatus,FRA,7.22850452575661,7.192701852739402
microchirus variegatus,GRC,-1.2410874287585707,-1.6475745468451868
microchirus variegatus,KOR,-0.4431953039944801,-2.078131936456076
microchirus variegatus,MEX,-0.345522895651617,-1.9062238515065624
microchirus variegatus,MNE,18.812357042077963,12.539218809136853
microchirus variegatus,MAR,-0.45872893661890024,6.987908699757579
microchirus variegatus,MMR,-2.3345729860477813,-5.887901119423284
microchirus variegatus,RUS,12.295950337150096,13.694461568076
microchirus variegatus,SEN,13.263742077107235,19.375753557008856
microchirus variegatus,SYR,9.79793459591019,3.6237916118757623
microchirus variegatus,TWN,-6.207061128642547,-5.338602490384048
microchirus variegatus,TUN,2.273900484569945,0.8207722453862165
microchirus variegatus,TUR,0.5796935189133426,-2.5977675507007336
microchirus variegatus,UKR,4.430743068766749,1.7744343386182198
microchirus variegatus,VNM,-6.581400779456205,-7.701953090889953
molva molva,ALB,10.055356419722642,3.64597145440001
molva molva,FRA,-2.657895806823152,0.9902007714269854
molva molva,HRV,-1.5866959875245854,-2.1751724931041143
molva molva,FRA,-7.438024459150055,6.804182823853903
molva molva,FRA,-10.225353229542344,-7.631034406779919
molva molva,GRC,14.220231583426212,3.148446668542521
molva molva,MNE,7.586217406617229,3.726905301730526
molva molva,TUN,0.6847397171727448,2.8370778196017454
pollachius pollachius,FRA,-23.441221607282646,-15.87868043995148
pollachius pollachius,POL,7.603328378757383,13.908982838508704
merluccius senegalensis,GMB,-7.504632800127043,-13.811862829710714
merluccius senegalensis,GIN,-4.16271072695397,0.33567591710032174
merluccius senegalensis,GNB,-13.248709228241257,-14.382796806477923
merluccius senegalensis,MAR,0.07145490733869712,-1.685256581494312
merluccius senegalensis,SEN,-7.76694041097988,-10.557156869499147
atherina presbyter,FRA,-30.69659575103011,-27.743618588949243
atherina presbyter,FRA,6.4273695413889955,4.823043071949729
atherina presbyter,FRA,-5.0595635677598905,-5.433991482752351
atherina presbyter,MAR,-6.30680607680269,-11.942030161882542
atherina presbyter,TUN,-18.080199371593988,-14.44171737205497
belone belone,ALB,-28.10179256455646,-18.31028569075179
belone belone,FRA,-29.42606562194517,-21.374634417481694
belone belone,GRC,-30.841169767308944,-26.004675513355792
belone belone,HRV,-15.561804403066148,-9.602584511697122
belone belone,EGY,-57.39591648517424,-22.930725357302574
belone belone,FRA,0.2536997428317913,-1.5973335247538647
belone belone,FRA,-8.875446325860581,-7.310460926373278
belone belone,GRC,-26.07060580754186,-17.501407179503477
belone belone,MNE,-28.306811025908736,-16.663924487017617
belone belone,MAR,-16.65343913712299,-18.87159107604024
belone belone,POL,11.558660469670645,21.53545454194006
belone belone,SYR,NA,-92.14920819193456
belone belone,TUN,-23.04598861401633,-21.6809405843853
belone belone,TUR,-18.987726214326873,-12.2254276464783
belone belone,UKR,-3.9044422423591274,-1.9364176893123002
brosme brosme,NA,309.7134720521998,56.930493611578
capros aper,ALB,15.441710703000219,7.47559313084929
capros aper,CAN,19.371950357689943,26.28318856728638
capros aper,CHN,-1.522953375663476,-2.477330706437625
capros aper,FRA,4.1909843664465125,6.708630112273868
capros aper,GRC,3.923020097830068,-0.9951861743342689
capros aper,HRV,2.360865186846559,5.621924285931181
capros aper,EGY,4.253813728454737,3.3881306392823296
capros aper,SLV,-2.5994117640514998,-0.7568901323382996
capros aper,FRA,3.0087149817869987,0.584218326532203
capros aper,FRA,4.934780269558828,4.1377878536051
capros aper,GMB,-2.5016443825565386,-5.166939685820483
capros aper,GRC,-5.085012481091541,-3.5597737001163186
capros aper,GTM,-4.01304174899367,-1.680941581499495
capros aper,GIN,7.6340526814510925,17.375270115486867
capros aper,GNB,-5.229649982119996,0.2592674716822534
capros aper,HND,-2.7733144060235926,-2.6580573421071128
capros aper,KOR,-0.17644400587077277,-2.1408236451373694
capros aper,MHL,-0.9746126800052207,-3.1139137312513228
capros aper,MEX,-2.1700068895680475,-2.262489595877062
capros aper,MNE,19.591002944924,10.261498294634459
capros aper,MAR,0.5145851970203157,1.634080355663434
capros aper,MMR,-4.309061130406663,-4.480386563184225
capros aper,RUS,8.155925512510837,9.690952090304062
capros aper,SEN,-0.9289295455036307,-3.8238122943985156
capros aper,SOM,-0.6443989376598249,-3.1247984103196265
capros aper,SYR,0.34170000615656015,2.8258902915866564
capros aper,TWN,-3.5118876351131956,-3.3539643581004044
capros aper,TUN,-1.1091039310845376,-0.22046217098435333
capros aper,TUR,-5.147474928247395,-4.982515306656129
capros aper,UKR,-0.06855747134889306,-1.17929543681823
capros aper,VNM,-4.731622787457153,-4.998819413647788
cepola macrophthalma,ALB,10.920128405514182,8.066613459593583
cepola macrophthalma,CAN,72.44412806098403,87.4073658023821
cepola macrophthalma,CHN,-0.9223579772298796,-2.4249749318503966
cepola macrophthalma,FRA,5.041019323734705,7.079911327842512
cepola macrophthalma,GRC,-0.42387067882985785,-1.6203520292625835
cepola macrophthalma,HRV,1.9150158877211516,0.9091078536992915
cepola macrophthalma,EGY,5.269477647732383,3.0370686533739697
cepola macrophthalma,SLV,-3.5412604935786614,-2.8096244601697715
cepola macrophthalma,FRA,2.1449985195170282,1.0900911738758983
cepola macrophthalma,FRA,3.5634206659699226,5.13927282346488
cepola macrophthalma,GMB,-2.5492518685090375,-3.9638414494145984
cepola macrophthalma,GRC,-7.34093096981437,-6.853122895212568
cepola macrophthalma,GTM,-3.5981410550879396,-0.5947931546826993
cepola macrophthalma,GIN,-9.49231957828217,-11.368009226784002
cepola macrophthalma,GNB,-6.06917628061995,-8.369837132130495
cepola macrophthalma,HND,-2.4313066439286564,-1.9530678301127566
cepola macrophthalma,KOR,1.8339915062786305,-1.3688338068088692
cepola macrophthalma,MHL,-1.9481167879103145,-4.705930903124955
cepola macrophthalma,MEX,-0.25643614184062014,-1.9007083420669246
cepola macrophthalma,MNE,15.50109836304285,11.014006457225351
cepola macrophthalma,MAR,0.5093148205413639,0.13203142634468504
cepola macrophthalma,MMR,-4.028657084846314,-2.4087844399132874
cepola macrophthalma,POL,5.1574766543378345,6.409640110894007
cepola macrophthalma,RUS,28.800176203571716,32.444377967933505
cepola macrophthalma,RUS,103673.85696896659,31729.56373503425
cepola macrophthalma,SEN,-3.021300832682761,-4.834135831592399
cepola macrophthalma,SOM,-1.1423621107222863,-3.062473563223232
cepola macrophthalma,SYR,4.065203581783705,-0.6379589912205029
cepola macrophthalma,TWN,-5.942238285959946,-5.373061193293669
cepola macrophthalma,TUN,-0.6284877396427815,-2.0136455768625208
cepola macrophthalma,TUR,-6.014931811374482,-7.694078954270446
cepola macrophthalma,UKR,10.979341895353263,6.049791207568514
cepola macrophthalma,VNM,-5.0762125238265305,-5.864163994286757
symphodus melops,ALB,-11.780464821966103,-14.92842762091856
symphodus melops,CAN,-0.44228527510553745,4.739928941747291
symphodus melops,CHN,1.5944877552533148,-2.256885973290219
symphodus melops,FRA,-12.087718920279416,-7.459255981011968
symphodus melops,GRC,-1.6105063618377027,-3.2841417204562546
symphodus melops,HRV,-26.996624319867312,-17.004191031920644
symphodus melops,EGY,0.7424262254708731,-3.6961969361648936
symphodus melops,FRA,-11.974355914589411,-9.314474277830861
symphodus melops,FRA,-13.652546870749582,-18.83325235342356
symphodus melops,GRC,7.0488796573642,12.00152224709467
symphodus melops,KOR,0.7752194159617932,-1.6388270261418776
symphodus melops,MNE,-31.534194378665575,-23.258671294427703
symphodus melops,POL,4.16409567278338,7.853877897207198
symphodus melops,RUS,4.238567985285479,5.174914495109465
symphodus melops,TUN,9.886181605574382,10.888095288093496
symphodus melops,TUR,11.323292456105596,15.103783086556597
symphodus melops,UKR,0.783845588467558,-0.33103570090736956
ctenolabrus rupestris,ALB,-13.015005917502512,-27.7575372496847
ctenolabrus rupestris,CAN,3.738372850096235,5.392717243341936
ctenolabrus rupestris,CHN,-3.3709775810591154,-5.712126876884796
ctenolabrus rupestris,FRA,-7.925746796156072,-4.6316381207107264
ctenolabrus rupestris,GRC,-1.5935806695941352,-9.456284277484537
ctenolabrus rupestris,HRV,-18.655038077560533,-6.4339576299116175
ctenolabrus rupestris,EGY,3.013347784565417,-6.749032595914109
ctenolabrus rupestris,FRA,-10.863329302764265,-11.1786722835893
ctenolabrus rupestris,FRA,-10.545943644971354,-11.396180954491502
ctenolabrus rupestris,GRC,1.2775876311231675,2.917497310976136
ctenolabrus rupestris,KOR,-3.9758220611050463,-4.149619958271597
ctenolabrus rupestris,MNE,-18.392181336657824,-18.26156089466751
ctenolabrus rupestris,POL,2.2815908151642796,6.63978128367124
ctenolabrus rupestris,RUS,4.592927500803491,5.241558357197472
ctenolabrus rupestris,TUN,-0.06658344045823031,2.6306068191223377
ctenolabrus rupestris,TUR,-0.5439979748118263,4.789815721657658
ctenolabrus rupestris,UKR,-6.880231430314966,-3.9369586244268504
cyclopterus lumpus,CAN,434.4319794934334,304.3112016160202
cyclopterus lumpus,FRA,-1.5553427028655664,-3.8850587762226545
cyclopterus lumpus,NA,32.47285284975315,9.281424184123535
dicentrarchus labrax,ALB,-29.00832483066416,-23.749671575479255
dicentrarchus labrax,FRA,-13.951690964594865,-11.61508799826046
dicentrarchus labrax,GRC,47.64667559304983,43.1062149930536
dicentrarchus labrax,HRV,-18.353581204060433,-8.537688091789043
dicentrarchus labrax,EGY,-3.060147241057153,-4.070700633095457
dicentrarchus labrax,FRA,-3.3982925510473168,-2.720158924351483
dicentrarchus labrax,FRA,-16.124564546990086,-15.562906282708337
dicentrarchus labrax,GRC,28.154062730231143,24.554356176388012
dicentrarchus labrax,MNE,-37.41684661434198,-34.21530454094654
dicentrarchus labrax,MAR,0.19783559994993338,0.5172704273311214
dicentrarchus labrax,POL,27.948888253327542,27.738772300859328
dicentrarchus labrax,SYR,3.240273326750619,-3.632132875472749
dicentrarchus labrax,TUN,0.634840009335932,0.26134510367516733
dicentrarchus labrax,TUR,20.37386116776401,16.811795846884316
dicentrarchus labrax,UKR,-2.3608876618335812,-8.396715063347008
engraulis encrasicolus,ALB,13.038990276328747,7.538709919917282
engraulis encrasicolus,CMR,-28.355574695517653,-13.872375797304787
engraulis encrasicolus,COD,-30.41612491720394,-32.040296951192154
engraulis encrasicolus,COG,-22.55905235393805,-28.308309026426482
engraulis encrasicolus,FRA,7.9316897719476795,10.299504809825514
engraulis encrasicolus,GRC,17.18329161579756,10.18701258608458
engraulis encrasicolus,HRV,3.4636300194486074,3.74895922865742
engraulis encrasicolus,EGY,-0.49830899100642734,-2.48754244010864
engraulis encrasicolus,GNQ,-12.002360477225235,-13.356262868115119
engraulis encrasicolus,FRA,5.444545500417635,3.8374679402001197
engraulis encrasicolus,FRA,8.779935641356552,9.805150016030202
engraulis encrasicolus,GAB,-16.5684019698825,-20.71581395659619
engraulis encrasicolus,GMB,-1.4250070862256219,-2.69453399461017
engraulis encrasicolus,GRC,7.330049408323322,4.321967694033196
engraulis encrasicolus,GIN,6.662514460044942,8.44747551617076
engraulis encrasicolus,GNB,1.7622073951898773,-0.25027484251952553
engraulis encrasicolus,MNE,12.981864782453492,9.169340804964417
engraulis encrasicolus,MAR,4.78023797837363,7.6400802479136605
engraulis encrasicolus,MOZ,7.677160449868103,9.757890744812354
engraulis encrasicolus,NGA,-3.975731133374536,-0.4866072614190312
engraulis encrasicolus,POL,10.842491143453918,15.201209174140567
engraulis encrasicolus,SEN,-4.393668468598338,-6.583253990324541
engraulis encrasicolus,SOM,NA,NA
engraulis encrasicolus,SYR,-1.8980776162240265,-4.850748378389288
engraulis encrasicolus,TUN,5.917854188347569,5.910057993457993
engraulis encrasicolus,TUR,7.028872654646326,3.294565083978456
engraulis encrasicolus,UKR,18.34298607343135,11.808768355828082
eutrigla gurnardus,ALB,15.025720754990784,7.765225453995569
eutrigla gurnardus,CAN,10.509585684432233,13.222412968557954
eutrigla gurnardus,CHN,-1.0751730510792832,-3.882729439916557
eutrigla gurnardus,FRA,5.182703267727855,4.784272344458026
eutrigla gurnardus,GRC,7.342396653094322,3.7713049293798395
eutrigla gurnardus,HRV,-7.277957392991782,-4.92539566397793
eutrigla gurnardus,EGY,12.837287744245963,7.062465688383403
eutrigla gurnardus,FRA,-3.5240918034504807,-4.462262508122306
eutrigla gurnardus,FRA,-1.0264749370123842,4.952662525568274
eutrigla gurnardus,GRC,1.3393187255108734,-0.06962219345882299
eutrigla gurnardus,KOR,-0.6110602921363752,-2.455444208611139
eutrigla gurnardus,MEX,-4.103952830716924,-4.901394184070742
eutrigla gurnardus,MNE,15.185345194057978,10.170871483645483
eutrigla gurnardus,MAR,1.6003814893620607,1.8826097854628663
eutrigla gurnardus,MMR,-0.35622048162218106,-2.9842698695645087
eutrigla gurnardus,POL,2.985926135306485,3.546850986883438
eutrigla gurnardus,RUS,9.71224903399963,10.289272150968596
eutrigla gurnardus,RUS,11.086236239826192,13.51317614595002
eutrigla gurnardus,SYR,8.594423128461342,2.977971724104327
eutrigla gurnardus,TWN,-8.149038150215853,-7.01095070398598
eutrigla gurnardus,TUN,1.9852604139441854,-0.4186658127380941
eutrigla gurnardus,TUR,0.7302740649634024,-2.042886932911575
eutrigla gurnardus,UKR,-0.1708188406298666,0.09074820846032741
eutrigla gurnardus,VNM,-14.130733287025658,-7.295795927374094
gadus morhua,CAN,915.0871214599397,684.8013744739065
gadus morhua,FRA,-36.7642435662852,-30.54825540205506
gadus morhua,POL,2.681346119054878,5.5100224410457095
gadus morhua,NA,32.94624765076775,12.36534216319254
caranx hippos,ALB,8.10479282476727,-1.302464284424456
caranx hippos,CMR,-7.4723810381246665,-6.133699109140165
caranx hippos,CHN,-8.797726663246072,-8.19504900523962
caranx hippos,COD,-8.08002896599176,-6.1657149693868885
caranx hippos,COG,-10.578162706768854,-7.732239625175199
caranx hippos,FRA,-49.297000588284476,-36.191061960019134
caranx hippos,GRC,24.952263547811032,21.610987470577893
caranx hippos,HRV,3.263876489600697,-4.002268241765299
caranx hippos,EGY,-2.7122772520377243,-3.136255362153867
caranx hippos,GNQ,-7.3456560573544465,-6.569739187319833
caranx hippos,FRA,5.238449348478532,8.323032366475692
caranx hippos,GAB,-9.696281916252113,-7.84875145989077
caranx hippos,GMB,5.547860840882918,4.657606098458239
caranx hippos,GRC,24.736796268725,18.884883963830383
caranx hippos,GIN,-3.156869896655158,-4.695112786789631
caranx hippos,GNB,-3.523170167560926,-7.090093286602453
caranx hippos,IDN,-6.655153108144628,-4.820608475862427
caranx hippos,IDN,-14.475244346098762,-14.548696087557122
caranx hippos,KIR,-2.3679519192033482,-5.261417401268261
caranx hippos,MHL,-6.242196788799409,-9.308138664552814
caranx hippos,MEX,1.2010592423695967,-0.3324957706260745
caranx hippos,FSM,-11.22237182917468,-10.352018392540966
caranx hippos,MNE,11.35322188833504,-1.529865303382629
caranx hippos,MAR,6.732000264850753,11.009928638531806
caranx hippos,MOZ,0.2817754853871179,-0.3016538695042671
caranx hippos,MMR,-5.741893444763532,-4.114108096588425
caranx hippos,NGA,-7.239017643090606,-6.3533035785252325
caranx hippos,PLW,-27.89876416238884,-28.41106372930066
caranx hippos,PNG,-17.520890608738416,-19.49924346621113
caranx hippos,STP,-8.722949121160061,-8.320442688253795
caranx hippos,SEN,4.019457926541232,3.4842342422967567
caranx hippos,SGP,-18.3229299695533,-16.16992784608711
caranx hippos,SLB,-16.270048050093592,-17.784430415739344
caranx hippos,SOM,2.342252837790742,0.5324100546886215
caranx hippos,SYR,-0.747836937622362,-1.5464680520936893
caranx hippos,TWN,-10.413975582818992,-9.408777783787862
caranx hippos,TUN,15.740832063082388,17.060732553128666
caranx hippos,TUR,20.49860506885331,14.984635831067763
caranx hippos,TUV,-41.21043210962762,-43.90049018817444
caranx hippos,VUT,-4.256122164851785,-5.607950574719213
caranx hippos,VNM,-7.071321940016804,-5.786312798883723
gobius niger,ALB,-2.602952198405832,-5.9263076764489195
gobius niger,CAN,2.9622443858725243,2.2967909614916024
gobius niger,CHN,-4.08285956739535,-6.206982202956009
gobius niger,FRA,-20.86364513231905,-7.959889709397494
gobius niger,GRC,-2.949210130936236,-15.424908201537052
gobius niger,HRV,-15.822325718849559,-6.772126028720252
gobius niger,EGY,3.4020355985159574,1.3149684617469277
gobius niger,FRA,-7.447374636721158,-5.652967453912936
gobius niger,FRA,-13.646467394581755,-6.657992040241177
gobius niger,GRC,13.544506512059135,11.341791465212061
gobius niger,KOR,0.03520233139462512,-2.7636287437270983
gobius niger,MEX,-1.6752297647475263,-4.202753233186899
gobius niger,MNE,-14.215009264392672,-12.40910163951645
gobius niger,MAR,0.5514590279110259,-0.3447484433613282
gobius niger,MMR,-8.061688972079626,-3.8488299658422465
gobius niger,POL,11.040871146210755,8.75045764607024
gobius niger,RUS,4.748883695327709,5.682505145405893
gobius niger,RUS,-36.58115456402823,-37.6402177936807
gobius niger,SYR,2.724319243964527,-30.90771516329434
gobius niger,TWN,-11.0636559308295,-11.235851609024825
gobius niger,TUN,1.2977288317441624,0.9629720828222474
gobius niger,TUR,13.389989957498594,9.66771873091877
gobius niger,UKR,1.4071806781533236,-1.7397960805553998
gobius niger,VNM,-10.365509526998542,-6.750876084250149
helicolenus dactylopterus,ALB,3.983173780381552,0.9552202229259295
helicolenus dactylopterus,CMR,-0.035148254382278026,-12.571392062342984
helicolenus dactylopterus,COD,18.136632676140792,10.548971974835498
helicolenus dactylopterus,COG,22.893194785705536,15.23306779205913
